"nome","uf","%homem_ver","%branco_ver","%homem_pop","%branco_pop"
"Sorriso","MT",81.8,72.7,51.51,53.15
"Pedro Osório","RS",88.9,100,48.98,80.46
"Salgueiro","PE",86.7,46.7,48.75,27.16
"Floresta do Araguaia","PA",81.8,45.5,53.75,25.96
"Taquaritinga","SP",100,86.7,49.39,67.2
"Carnaubeira da Penha","PE",100,33.3,50.83,13.8
"Felixlândia","MG",77.8,44.4,49.9,24.91
"Venha-Ver","RN",55.6,77.8,51.09,58.31
"Gavião Peixoto","SP",77.8,77.8,51.69,58.32
"Conceição do Pará","MG",100,66.7,51.47,47.23
"Itaiópolis","SC",100,100,51.27,80.53
"Serranópolis","GO",77.8,55.6,53.07,36.13
"Borda da Mata","MG",81.8,100,50.65,80.54
"Rubinéia","SP",88.9,88.9,49.44,69.46
"Governador Mangabeira","BA",63.6,27.3,47.92,7.86
"Santo Estêvão","BA",100,33.3,47.84,13.87
"Passos","MG",72.7,81.8,49.46,62.37
"Rio de Janeiro","RJ",86.3,70.6,46.83,51.18
"Constantina","RS",77.8,100,48.97,80.59
"Flórida Paulista","SP",77.8,77.8,54.91,58.39
"Trindade","PE",81.8,45.5,49.38,26.1
"Itupeva","SP",84.6,84.6,50.81,65.2
"Restinga Seca","RS",100,100,49.31,80.61
"Quatiguá","PR",88.9,100,49.01,80.61
"Catalão","GO",88.2,76.5,50.25,57.15
"Muitos Capões","RS",88.9,100,51.37,80.66
"Presidente Olegário","MG",81.8,72.7,51.32,53.36
"Silva Jardim","RJ",77.8,55.6,50.63,36.26
"Santa Cruz do Xingu","MT",77.8,55.6,55.05,36.26
"Floreal","SP",88.9,100,49.82,80.69
"Palmital","SP",72.7,100,48.87,80.69
"Sucupira","TO",66.7,44.4,51.32,25.09
"Dores do Indaiá","MG",100,77.8,48.74,58.49
"Piracicaba","SP",91.3,91.3,48.92,72.01
"Itapirapuã","GO",77.8,55.6,50.58,36.32
"Espírito Santo do Pinhal","SP",77.8,100,48.93,80.73
"Angatuba","SP",88.9,100,50.63,80.77
"Lavrinhas","SP",77.8,88.9,50.38,69.67
"Cambuci","RJ",88.9,77.8,49.96,58.58
"Tamarana","PR",88.9,77.8,51.18,58.59
"Vicente Dutra","RS",100,100,51.11,80.81
"Assaré","CE",100,54.5,49.37,35.33
"São Bernardino","SC",77.8,88.9,52.56,69.74
"Itamarati de Minas","MG",100,66.7,51.58,47.54
"Quartel Geral","MG",100,77.8,50.95,58.64
"Adolfo","SP",100,100,50.24,80.85
"Aparecida","SP",77.8,88.9,48.27,69.75
"Iaçu","BA",100,36.4,49.08,17.25
"Almeirim","PA",81.8,36.4,51.97,17.25
"Pinheiral","RJ",88.9,66.7,48.57,47.57
"Caranaíba","MG",88.9,55.6,51,36.47
"Abadia dos Dourados","MG",100,88.9,50.72,69.78
"São Borja","RS",86.7,100,49.05,80.88
"Guaíra","SP",81.8,81.8,49.51,62.68
"Júlio de Castilhos","RS",90.9,100,49.16,80.9
"Pantano Grande","RS",88.9,100,49.61,80.92
"Miraguaí","RS",100,100,49.7,80.93
"Caçapava do Sul","RS",90.9,100,48.47,80.93
"Guia Lopes da Laguna","MS",88.9,66.7,50.24,47.64
"Campina Grande do Sul","PR",90.9,90.9,49.6,71.85
"Carvalhópolis","MG",66.7,100,51,80.96
"Bom Jesus","PB",66.7,55.6,50.79,36.58
"São Carlos do Ivaí","PR",88.9,77.8,51.21,58.78
"Cruzeiro do Sul","PR",88.9,66.7,50.62,47.69
"Pão de Açúcar","AL",63.6,36.4,49.38,17.4
"Varzelândia","MG",90.9,45.5,51.08,26.52
"Esmeraldas","MG",72.7,45.5,50.22,26.52
"Grandes Rios","PR",100,77.8,51.09,58.82
"Pracuúba","AP",66.7,33.3,52.65,14.32
"Bonito","MS",72.7,63.6,50.43,44.64
"Confins","MG",77.8,44.4,49.24,25.44
"Painel","SC",88.9,88.9,52.36,69.95
"Mineiros do Tietê","SP",77.8,88.9,49.78,69.96
"Giruá","RS",81.8,100,48.83,81.06
"Orocó","PE",88.9,33.3,49.86,14.37
"Otacílio Costa","SC",100,90.9,50.57,72
"Aliança do Tocantins","TO",66.7,44.4,51.26,25.5
"Severínia","SP",81.8,72.7,51.9,53.81
"Jardinópolis","SC",88.9,100,50.96,81.14
"Paraíso","SC",88.9,100,51.25,81.15
"Pequizeiro","TO",88.9,44.4,52.77,25.56
"Mar de Espanha","MG",88.9,77.8,48.62,58.96
"Marechal Floriano","ES",100,77.8,50.9,58.97
"Oiapoque","AP",81.8,36.4,52.19,17.58
"Tavares","RS",66.7,100,51.9,81.2
"Campos do Jordão","SP",92.3,100,48.95,81.22
"Marcelândia","MT",100,66.7,53.04,47.93
"Campos Lindos","TO",77.8,33.3,52.39,14.53
"Rio Doce","MG",100,55.6,49.86,36.84
"Ivolândia","GO",100,66.7,52.76,47.95
"Coronel Domingos Soares","PR",88.9,77.8,52.38,59.05
"Conceição da Feira","BA",90.9,27.3,48.66,8.56
"Montes Altos","MA",66.7,44.4,52.1,25.66
"Santo Augusto","RS",88.9,100,48.76,81.26
"Nova Alvorada do Sul","MS",81.8,63.6,51.59,44.89
"Vacaria","RS",80,93.3,49.04,74.59
"Vila Nova do Sul","RS",77.8,100,49.8,81.31
"Chorrochó","BA",66.7,33.3,50.7,14.62
"Lagoa Vermelha","RS",81.8,100,49.28,81.33
"Cruzeiro do Iguaçu","PR",100,88.9,49.86,70.24
"Guapiaçu","SP",100,88.9,50.53,70.24
"Mendes","RJ",88.9,66.7,48.24,48.04
"Paraisópolis","MG",88.9,100,50.49,81.35
"Laje","BA",72.7,36.4,50.84,17.75
"Coroados","SP",77.8,88.9,49.83,70.26
"Eldorado do Sul","RS",100,100,49.5,81.38
"Faxinal dos Guedes","SC",88.9,88.9,50.25,70.3
"Caetité","BA",100,60,49.29,41.44
"Marechal Thaumaturgo","AC",100,33.3,52.46,14.75
"Igaraçu do Tietê","SP",90.9,81.8,49.88,63.26
"Charqueada","SP",100,90.9,50.95,72.38
"Bilac","SP",77.8,88.9,49.53,70.4
"Nova Friburgo","RJ",90.5,90.5,47.92,72.01
"Itainópolis","PI",88.9,44.4,49.91,25.92
"Bagé","RS",88.2,94.1,47.78,75.62
"Guiricema","MG",100,88.9,50.84,70.43
"Campinas","SP",97,84.8,48.22,66.33
"Carmo do Paranaíba","MG",81.8,81.8,50.62,63.33
"Três Fronteiras","SP",77.8,88.9,50.08,70.43
"Francisco Badaró","MG",100,33.3,51.51,14.84
"Baía da Traição","PB",88.9,33.3,50.42,14.84
"Mamanguape","PB",92.3,53.8,49.15,35.34
"Crucilândia","MG",100,88.9,51.08,70.46
"Lagoa Bonita do Sul","RS",100,100,52.7,81.56
"Ponte Serrada","SC",77.8,77.8,50.17,59.37
"Coxixola","PB",100,66.7,51.72,48.28
"Areiópolis","SP",88.9,77.8,51.55,59.38
"Guararapes","SP",88.9,77.8,49.32,59.4
"Umburanas","BA",90.9,36.4,51.63,18
"São Domingos do Norte","ES",77.8,66.7,52.04,48.32
"Celso Ramos","SC",88.9,100,50.34,81.63
"Santa Vitória do Palmar","RS",76.9,100,49.92,81.63
"Francisco Santos","PI",100,55.6,51.01,37.24
"Alto Paraná","PR",66.7,77.8,50.08,59.45
"Nova Brasilândia","MT",88.9,44.4,52.34,26.07
"Jupi","PE",100,55.6,48.76,37.3
"Itatinga","SP",90.9,90.9,51.13,72.61
"Araripe","CE",63.6,45.5,49.76,27.21
"Mariluz","PR",77.8,66.7,50.01,48.44
"Consolação","MG",88.9,100,51.42,81.76
"Aperibé","RJ",100,88.9,49.18,70.68
"Monte Azul Paulista","SP",100,90.9,50.13,72.68
"Jardim de Piranhas","RN",88.9,77.8,49.79,59.59
"Santa Maria de Jetibá","ES",100,100,51.3,81.81
"Caldas","MG",66.7,100,51,81.81
"Seberi","RS",88.9,100,49.09,81.82
"Mato Queimado","RS",66.7,100,50.14,81.82
"Campo Florido","MG",66.7,66.7,53.55,48.52
"Quitandinha","PR",100,100,51.71,81.84
"Morretes","PR",72.7,81.8,50.58,63.64
"Itaberaba","BA",100,40,48.57,21.85
"Anhumas","SP",77.8,77.8,49.84,59.66
"Capanema","PR",88.9,100,49.44,81.88
"Jauru","MT",100,55.6,50.3,37.49
"Dezesseis de Novembro","RS",88.9,100,51.26,81.89
"Canela","RS",90.9,100,48.74,81.9
"Coroatá","MA",93.3,40,49.68,21.93
"Olinda Nova do Maranhão","MA",66.7,33.3,51.63,15.23
"Brasópolis","MG",100,100,50.7,81.94
"Ventania","PR",77.8,88.9,51.66,70.84
"Pratânia","SP",77.8,88.9,51.73,70.84
"Nova Palmeira","PB",77.8,66.7,49.6,48.66
"Medeiros Neto","BA",81.8,45.5,51.25,27.47
"Limeira","SP",76.2,90.5,49.14,72.47
"Torrinha","SP",88.9,100,50.45,81.99
"Pinheirinho do Vale","RS",66.7,100,50.63,81.99
"Arame","MA",84.6,38.5,51.99,20.49
"Bom Jardim de Goiás","GO",100,55.6,51.1,37.59
"Guarani de Goiás","GO",88.9,44.4,53.8,26.4
"Dolcinópolis","SP",66.7,88.9,52.05,70.9
"Lima Campos","MA",100,44.4,49.16,26.41
"Fernando Prestes","SP",88.9,100,49.26,82.02
"Poconé","MT",72.7,36.4,51.98,18.42
"Porto Alegre","RS",88.9,97.2,46.39,79.23
"Caém","BA",77.8,33.3,49.58,15.33
"Presidente Médici","MA",55.6,33.3,51.68,15.33
"São Sebastião da Vargem Alegre","MG",77.8,88.9,52.14,70.94
"Pouso Redondo","SC",100,100,50.67,82.05
"Mirandópolis","SP",100,77.8,54.78,59.85
"Marajá do Sena","MA",100,33.3,54.53,15.39
"Cerro Largo","RS",77.8,100,49.79,82.09
"Recursolândia","TO",77.8,33.3,53.29,15.39
"Licínio de Almeida","BA",100,55.6,50.98,37.7
"São José do Divino","PI",44.4,44.4,51.53,26.5
"Cananéia","SP",77.8,77.8,50.17,59.91
"Nova Santa Rita","PI",100,44.4,51.4,26.51
"Araponga","MG",100,44.4,51.41,26.51
"Joaçaba","SC",88.9,100,48.14,82.14
"Santo Ângelo","RS",86.7,100,47.97,82.14
"Limoeiro","PE",86.7,60,48.39,42.14
"Itauçu","GO",77.8,66.7,49.39,48.84
"Tangará","SC",66.7,100,51.53,82.14
"Nova Ponte","MG",100,66.7,52.49,48.85
"Lábrea","AM",84.6,38.5,52.09,20.67
"Nova Olinda","PB",77.8,44.4,49.74,26.57
"Contagem","MG",90.5,57.1,48.52,39.31
"Juazeiro","BA",85.7,42.9,49.04,25.11
"Guaçuí","ES",90.9,72.7,49.14,54.92
"Pariquera-Açu","SP",88.9,77.8,49.54,60.02
"Patos","PB",70.6,64.7,47.48,46.94
"Alto Paraíso","RO",100,54.5,52.65,36.74
"Catu","BA",69.2,30.8,48.59,13.05
"Palmares do Sul","RS",66.7,100,49.79,82.26
"Santa Isabel do Rio Negro","AM",77.8,22.2,51.37,4.47
"Serrania","MG",88.9,77.8,50.42,60.08
"Campo Belo do Sul","SC",88.9,77.8,51.45,60.08
"Coivaras","PI",55.6,33.3,51.69,15.59
"Tangará","RN",81.8,54.5,50.5,36.8
"Pintópolis","MG",100,33.3,52.39,15.6
"Rio Bonito","RJ",90,60,49.18,42.33
"Coronel Macedo","SP",66.7,88.9,51.29,71.23
"Campo Grande","AL",88.9,44.4,49.13,26.73
"Tuneiras do Oeste","PR",66.7,77.8,51.08,60.13
"Erval Grande","RS",77.8,100,50.78,82.34
"Canoinhas","SC",60,100,49.36,82.34
"Jaboti","PR",88.9,100,50.75,82.35
"Itaituba","PA",86.7,40,50.96,22.35
"Ladário","MS",90.9,45.5,50.1,27.86
"Prudentópolis","PR",84.6,100,51.01,82.37
"Brejão","PE",100,55.6,49,37.98
"Barroso","MG",88.9,66.7,48.73,49.09
"Atalaia","AL",69.2,46.2,50.11,28.6
"Buriti Bravo","MA",90.9,36.4,49.46,18.8
"Carmópolis de Minas","MG",100,81.8,51.39,64.2
"Rio Branco do Sul","PR",100,81.8,50.72,64.21
"Pedro Teixeira","MG",88.9,100,53.11,82.41
"Urucuia","MG",100,33.3,51.68,15.72
"Santa Albertina","SP",100,88.9,50.76,71.34
"São Paulo","SP",80,78.2,47.35,60.64
"Paranaiguara","GO",77.8,66.7,50.42,49.15
"Cajuri","MG",77.8,55.6,52.38,38.05
"Buriti","MA",81.8,36.4,50.63,18.86
"São Pedro das Missões","RS",100,88.9,49.42,71.37
"São Carlos","SP",90.5,90.5,49.07,72.97
"Marilândia","ES",88.9,77.8,50.17,60.28
"Santa Cecília do Sul","RS",77.8,100,50.69,82.48
"Iraí de Minas","MG",66.7,77.8,52.28,60.28
"Taiaçu","SP",88.9,88.9,50.42,71.39
"Salto de Pirapora","SP",88.9,88.9,49.71,71.41
"Alcinópolis","MS",88.9,66.7,53.23,49.24
"Abdon Batista","SC",100,100,52.09,82.55
"Santa Helena","MA",100,44.4,49.67,26.96
"Guaratuba","PR",84.6,92.3,49.77,74.87
"Estiva","MG",77.8,100,51.72,82.6
"Dobrada","SP",77.8,66.7,51.85,49.3
"Resplendor","MG",90.9,54.5,48.97,37.1
"Coronel Freitas","SC",88.9,100,50.81,82.61
"Paraná","RN",88.9,66.7,51.64,49.32
"Tapiraí","SP",88.9,77.8,50.46,60.42
"Jacobina","BA",88.2,41.2,48.37,23.83
"Mata","RS",88.9,100,50.38,82.63
"Itatiba","SP",76.5,88.2,49.42,70.84
"Minas do Leão","RS",88.9,100,49.51,82.66
"Ribeirão Claro","PR",77.8,100,49.37,82.66
"São Francisco de Sales","MG",66.7,77.8,51.45,60.47
"Morro do Chapéu","BA",69.2,38.5,50.3,21.18
"Cafelândia","SP",100,81.8,49.22,64.48
"Taquaral de Goiás","GO",88.9,66.7,49.87,49.39
"São José do Jacuípe","BA",88.9,44.4,50.04,27.12
"Enéas Marques","PR",100,100,51.35,82.73
"Taquaritinga do Norte","PE",90.9,63.6,49.52,46.34
"São José do Rio Preto","SP",82.4,94.1,48.01,76.84
"Pimenta","MG",77.8,88.9,51.52,71.66
"Corguinho","MS",100,55.6,54.07,38.36
"Dom Feliciano","RS",77.8,100,51.45,82.76
"Bom Sucesso","PB",88.9,55.6,49.2,38.37
"Pariconha","AL",88.9,33.3,49.82,16.07
"Joaquim Pires","PI",88.9,33.3,51.78,16.08
"Santa Cruz de Monte Castelo","PR",88.9,66.7,50.06,49.52
"Araci","BA",86.7,40,50.22,22.82
"Sentinela do Sul","RS",77.8,100,51.29,82.86
"Colorado","RS",88.9,100,48.65,82.87
"Porto Rico do Maranhão","MA",77.8,33.3,52.97,16.17
"Cerro Grande do Sul","RS",88.9,100,52.15,82.88
"Macapá","AP",87,43.5,49.12,26.39
"Água Santa","RS",66.7,100,50.48,82.89
"Piacatu","SP",88.9,77.8,50.35,60.7
"Pedra Branca","PB",100,55.6,49.64,38.51
"Quinta do Sol","PR",100,66.7,50.02,49.61
"Mato Grosso","PB",77.8,44.4,49.93,27.31
"Roncador","PR",88.9,77.8,50.47,60.71
"Brejo dos Santos","PB",88.9,66.7,49.92,49.65
"Escada","PE",76.9,46.2,49.04,29.15
"Estrela de Alagoas","AL",90.9,45.5,48.72,28.45
"Bom Progresso","RS",100,100,50.13,82.95
"Teixeira Soares","PR",88.9,88.9,51.85,71.86
"Diorama","GO",66.7,66.7,50.91,49.66
"São José do Divino","MG",100,44.4,49.3,27.36
"Pedranópolis","SP",88.9,100,51.37,82.99
"Cambira","PR",88.9,88.9,50.84,71.9
"Afonso Bezerra","RN",77.8,44.4,50.27,27.4
"Igreja Nova","AL",90.9,45.5,50.43,28.51
"Ibirapuitã","RS",100,100,50.8,83.01
"Conchas","SP",88.9,100,50.29,83.01
"Alecrim","RS",66.7,100,49.85,83.02
"Assunção do Piauí","PI",77.8,44.4,50.98,27.42
"Quaraí","RS",81.8,100,48.77,83.03
"Presidente Venceslau","SP",92.3,76.9,49.88,59.94
"Leme","SP",88.2,88.2,50.17,71.24
"Urubici","SC",100,88.9,50.43,71.96
"São Miguel do Oeste","SC",84.6,100,48.61,83.11
"Alto Caparaó","MG",88.9,77.8,51.46,60.92
"Itapetininga","SP",89.5,94.7,49.99,77.85
"Tenente Portela","RS",66.7,88.9,48.93,72.05
"Morro Cabeça no Tempo","PI",77.8,33.3,50.66,16.45
"Lavras","MG",82.4,70.6,48.5,53.75
"Paranapoema","PR",100,55.6,49.55,38.77
"Doutor Camargo","PR",77.8,88.9,49.21,72.08
"Sampaio","TO",88.9,33.3,50.98,16.49
"Buritis","MG",55.6,44.4,50.81,27.59
"Pé de Serra","BA",88.9,44.4,49.57,27.6
"Fortim","CE",88.9,44.4,50.32,27.6
"Ferreira Gomes","AP",77.8,33.3,52.5,16.51
"Santo Antônio das Missões","RS",100,88.9,49.77,72.13
"Palmitinho","RS",100,100,50.49,83.24
"Carambeí","PR",100,90.9,50.63,74.14
"Campo Magro","PR",100,81.8,50.34,65.04
"Jacaraci","BA",88.9,55.6,50.74,38.85
"Japeri","RJ",90.9,45.5,50.35,28.76
"Ipiranga do Piauí","PI",88.9,44.4,49.27,27.66
"Riacho de Santana","BA",84.6,53.8,50.88,37.06
"Unistalda","RS",77.8,100,50.82,83.27
"Olho d'Água do Piauí","PI",77.8,33.3,49.81,16.57
"Santa Cruz da Conceição","SP",88.9,100,49.48,83.28
"Santa Leopoldina","ES",77.8,77.8,52.49,61.09
"Ilópolis","RS",77.8,100,50.1,83.3
"Timbaúba","PE",76.9,53.8,48.13,37.11
"Arês","RN",88.9,44.4,49.6,27.72
"Pouso Alto","MG",88.9,88.9,50.46,72.24
"Cidreira","RS",88.9,100,49.3,83.34
"Erval Velho","SC",88.9,100,49.36,83.34
"Macatuba","SP",81.8,81.8,50.14,65.15
"Barra de Santo Antônio","AL",77.8,44.4,49.73,27.77
"Maricá","RJ",100,70.6,49.15,53.98
"Praia Grande","SP",89.5,73.7,48.05,57.09
"Cruzeiro","SP",80,90,48.68,73.41
"Indiaporã","SP",66.7,88.9,49.19,72.33
"São Mateus do Sul","PR",77.8,100,50.37,83.43
"Ibiam","SC",88.9,100,50.44,83.44
"Balneário Pinhal","RS",100,100,49.23,83.46
"Campestre da Serra","RS",77.8,100,51.56,83.46
"Botuporã","BA",88.9,44.4,50.28,27.86
"Jataí","GO",90,60,49.95,43.47
"Barra da Estiva","BA",72.7,54.5,50.26,37.97
"Cajuru","SP",100,88.9,50.06,72.38
"Bandeirante","SC",88.9,100,52.82,83.48
"Cordilheira Alta","SC",88.9,100,51,83.49
"Goiandira","GO",100,77.8,50.01,61.29
"Foz do Iguaçu","PR",80,80,48.51,63.49
"Alambari","SP",88.9,88.9,50.29,72.42
"Itaju","SP",100,88.9,52.53,72.43
"Açailândia","MA",100,41.2,50.09,24.74
"Nova Guarita","MT",66.7,66.7,52.35,50.26
"Arambaré","RS",66.7,100,50.2,83.56
"Votuporanga","SP",93.3,93.3,48.78,76.87
"Pinhalzinho","SC",81.8,100,50.07,83.58
"Rolador","RS",77.8,100,51.77,83.58
"Coronel João Pessoa","RN",88.9,66.7,49.62,50.29
"Barra do Mendes","BA",77.8,44.4,50.13,27.99
"Joviânia","GO",88.9,66.7,50.69,50.3
"Bannach","PA",66.7,44.4,53.83,28.01
"Patu","RN",66.7,66.7,49.2,50.32
"Monte Castelo","SC",88.9,88.9,51.32,72.55
"Jaraguari","MS",88.9,55.6,53.73,39.25
"Formosa do Sul","SC",88.9,100,51.02,83.66
"Dionísio","MG",88.9,44.4,49.22,28.06
"Santa Maria","RS",76.2,100,47.36,83.67
"Lagoa Alegre","PI",77.8,33.3,51.5,16.98
"Pontal","SP",69.2,61.5,52.62,45.19
"Cândido Rodrigues","SP",88.9,100,49.29,83.7
"Mundo Novo","BA",81.8,36.4,50.69,20.1
"Tombos","MG",100,66.7,50.15,50.41
"Ipuiúna","MG",77.8,88.9,51.85,72.61
"Ponte Branca","MT",88.9,55.6,51.98,39.31
"Araçariguama","SP",100,72.7,50.92,56.42
"Doutor Maurício Cardoso","RS",88.9,100,49.8,83.72
"São Lourenço do Oeste","SC",77.8,100,49.69,83.74
"Nova Canaã","BA",90.9,45.5,51.28,29.24
"Pedra Azul","MG",90.9,36.4,49.26,20.16
"Santa Margarida do Sul","RS",100,100,54.08,83.76
"Lajedão","BA",88.9,44.4,49.21,28.18
"Santo Antônio","RN",81.8,54.5,49.96,38.28
"Palmeira das Missões","RS",92.3,92.3,48.48,76.11
"Ibaté","SP",66.7,77.8,51.45,61.61
"Arapuá","MG",100,100,50.67,83.82
"Moreilândia","PE",77.8,44.4,50.22,28.24
"Piedade dos Gerais","MG",88.9,77.8,52.09,61.64
"Gentio do Ouro","BA",100,55.6,51.29,39.46
"Leópolis","PR",77.8,77.8,49.55,61.66
"São João do Araguaia","PA",77.8,33.3,54.34,17.16
"Joaquim Felício","MG",88.9,33.3,51.48,17.17
"Macaíba","RN",60,46.7,49.57,30.58
"Águas de Lindóia","SP",88.9,100,48.98,83.89
"Zortéa","SC",77.8,88.9,51.39,72.79
"Coxilha","RS",77.8,100,49.12,83.9
"Paim Filho","RS",77.8,100,49.75,83.9
"Ibiapina","CE",81.8,45.5,50.12,29.41
"Anapurus","MA",77.8,33.3,50.36,17.21
"Areado","MG",66.7,88.9,50.43,72.82
"Iguatama","MG",88.9,66.7,50.24,50.62
"Ibiraci","MG",88.9,77.8,52.27,61.72
"Parisi","SP",88.9,88.9,51.38,72.83
"Grão Mogol","MG",90.9,36.4,51.43,20.33
"Rochedo","MS",88.9,55.6,52.21,39.53
"Campo Alegre","SC",100,100,50.82,83.93
"Fartura","SP",88.9,100,48.47,83.94
"Adamantina","SP",88.9,88.9,48.45,72.86
"Cerro Corá","RN",88.9,55.6,50.01,39.57
"Vilhena","RO",84.6,61.5,49.58,45.48
"Ouroeste","SP",88.9,77.8,49.85,61.8
"Nova Guataporanga","SP",88.9,88.9,50.62,72.9
"Salvador","BA",81.4,34.9,46.68,18.9
"Buriti de Goiás","GO",100,55.6,51.6,39.61
"Cachoeira Paulista","SP",84.6,84.6,49.01,68.61
"Piraju","SP",100,100,48.55,84.02
"Itatiba do Sul","RS",100,100,52.22,84.03
"Óleo","SP",77.8,100,50.28,84.03
"Princesa","SC",88.9,100,51.52,84.05
"São Gotardo","MG",92.3,69.2,50.59,53.26
"Eugenópolis","MG",77.8,66.7,50.46,50.76
"Tanabi","SP",90.9,90.9,50.06,74.97
"Nova Palma","RS",88.9,100,50.73,84.07
"Natuba","PB",77.8,55.6,49.38,39.67
"Vitorino Freire","MA",76.9,38.5,49.66,22.57
"Montanhas","RN",77.8,55.6,49.64,39.7
"Barbosa Ferraz","PR",88.9,66.7,50.18,50.82
"Imbaú","PR",88.9,88.9,50.98,73.04
"Natércia","MG",88.9,100,51.72,84.16
"Saboeiro","CE",81.8,54.5,49.28,38.66
"Curitiba","PR",78.9,94.7,47.67,78.88
"Bocaina de Minas","MG",77.8,88.9,52.65,73.08
"São Gonçalo","RJ",96.3,59.3,47.54,43.5
"Schroeder","SC",77.8,100,50.93,84.21
"Barra do Guarita","RS",77.8,100,50.18,84.23
"Ibiraiaras","RS",77.8,100,50.03,84.24
"Santo Antônio do Aventureiro","MG",88.9,77.8,51.1,62.04
"Varre-Sai","RJ",100,77.8,50.2,62.05
"Araguatins","TO",100,36.4,50.97,20.65
"Fama","MG",88.9,88.9,50.21,73.15
"Uruguaiana","RS",72.7,90.9,48.64,75.16
"Lajedo do Tabocal","BA",100,44.4,50.42,28.67
"Alagoa Grande","PB",100,45.5,48.67,29.8
"Varzedo","BA",88.9,33.3,49.77,17.6
"Frederico Westphalen","RS",90.9,100,48.98,84.32
"Calmon","SC",77.8,66.7,51.64,51.02
"Turmalina","SP",88.9,100,49.65,84.33
"Siderópolis","SC",88.9,100,49.85,84.33
"Nova Hartz","RS",81.8,100,49.45,84.33
"Santo Antônio do Sudoeste","PR",72.7,81.8,49.04,66.14
"Modelo","SC",77.8,100,51.17,84.35
"João Neiva","ES",100,63.6,49.41,47.95
"Maceió","AL",81,52.4,46.8,36.75
"São José","SC",78.9,100,48.33,84.36
"Belém","PA",91.4,42.9,47.29,27.27
"Guaramirim","SC",100,100,50.72,84.4
"Malta","PB",55.6,55.6,48.16,40.03
"Votorantim","SP",90.9,90.9,49.64,75.34
"Gentil","RS",66.7,100,53.01,84.44
"Flor da Serra do Sul","PR",100,88.9,50.74,73.38
"Cedral","MA",100,33.3,52.39,17.78
"Simão Dias","SE",92.3,46.2,48.8,30.69
"Taperoá","BA",81.8,27.3,51.13,11.79
"Piritiba","BA",100,36.4,50.39,20.89
"Tapejara","RS",81.8,100,48.79,84.5
"Jardim Olinda","PR",55.6,55.6,49.61,40.1
"Sagrada Família","RS",100,88.9,51.6,73.41
"Curionópolis","PA",90.9,36.4,52.85,20.91
"Palestina do Pará","PA",77.8,33.3,51.89,17.81
"São Sebastião da Bela Vista","MG",88.9,77.8,52.12,62.33
"Rio Pardo","RS",76.9,100,48.73,84.53
"Campos dos Goytacazes","RJ",92,64,48.14,48.54
"Santa Lúcia","PR",77.8,88.9,49.91,73.45
"Tocantinópolis","TO",100,36.4,49.52,21
"Viçosa","AL",81.8,45.5,48.84,30.1
"São Luís Gonzaga do Maranhão","MA",63.6,36.4,50.42,21.01
"Virgínia","MG",100,100,49.96,84.65
"Itajobi","SP",77.8,100,50.49,84.65
"São José dos Ausentes","RS",100,88.9,51.46,73.56
"Gravataí","RS",95.2,100,48.85,84.66
"Amparo","PB",88.9,55.6,50.14,40.28
"Santana de Cataguases","MG",88.9,77.8,50.19,62.48
"Cordeiro","RJ",72.7,72.7,47.88,57.38
"Rio Azul","PR",88.9,100,52.08,84.7
"Jacutinga","RS",77.8,100,49.02,84.72
"Cedral","SP",66.7,100,49.89,84.73
"Nova Esperança do Sul","RS",77.8,100,49.37,84.74
"Exu","PE",92.3,38.5,48.95,23.24
"Santo Antônio de Goiás","GO",88.9,55.6,50.8,40.36
"Abaré","BA",90.9,27.3,50.19,12.06
"Santa Helena","SC",100,100,51.89,84.76
"Batayporã","MS",88.9,55.6,49.55,40.37
"Jaboticaba","RS",66.7,88.9,50.78,73.67
"Alpercata","MG",100,44.4,50.06,29.17
"Pendências","RN",88.9,44.4,49.83,29.18
"São José do Ouro","RS",77.8,100,48.99,84.79
"Seara","SC",81.8,100,50.34,84.8
"Mirante","BA",100,55.6,51.33,40.41
"Lindóia do Sul","SC",100,100,51.55,84.81
"Capitão de Campos","PI",77.8,33.3,49.65,18.11
"Gurupi","TO",84.6,46.2,49.65,31.02
"Monções","SP",88.9,88.9,51.64,73.73
"Borebi","SP",88.9,77.8,49.85,62.63
"Quatro Barras","PR",88.9,88.9,50.15,73.75
"Barra do Ribeiro","RS",88.9,100,49.74,84.87
"Marcelino Ramos","RS",88.9,100,49.77,84.87
"São Miguel do Tapuio","PI",72.7,36.4,50.84,21.28
"Santana do Seridó","RN",100,88.9,50.16,73.79
"Getúlio Vargas","RS",88.9,100,48.59,84.89
"Piedade","SP",84.6,92.3,50.97,77.2
"Alfenas","MG",83.3,83.3,48.91,68.21
"Saldanha Marinho","RS",77.8,100,48.45,84.91
"Novo Oriente do Piauí","PI",77.8,33.3,49.77,18.21
"Irani","SC",100,88.9,50.89,73.86
"Mairipotaba","GO",100,77.8,52.15,62.76
"Saúde","BA",66.7,33.3,50.09,18.27
"São José do Seridó","RN",77.8,77.8,50.15,62.77
"Maravilha","SC",90.9,100,49.35,84.99
"Palmas","TO",89.5,47.4,49.42,32.39
"Carnaubais","RN",44.4,44.4,50.15,29.39
"Santa Bárbara do Tugúrio","MG",88.9,66.7,50.83,51.71
"Cerro Branco","RS",100,100,49.96,85.02
"Vista Alegre","RS",66.7,100,49.44,85.03
"Terra Rica","PR",77.8,66.7,49.99,51.74
